Id,Category
781,3
782,4
783,3
784,8
785,8
786,9
787,0
788,8
789,10
790,0
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,0
799,8
800,8
801,1
802,3
803,8
804,3
805,10
806,10
807,8
808,10
809,3
810,1
811,9
812,5
813,9
814,10
815,4
816,0
817,8
818,0
819,2
820,10
821,8
822,9
823,10
824,4
825,3
826,0
827,0
828,9
829,0
830,0
831,9
832,8
833,9
834,10
835,6
836,2
837,3
838,8
839,3
840,5
841,10
842,3
843,3
844,3
845,9
846,4
847,5
848,0
849,7
850,9
851,1
852,0
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,9
861,0
862,7
863,9
864,0
865,0
866,2
867,10
868,8
869,3
870,4
871,8
872,2
873,3
874,9
875,3
876,8
877,9
878,9
879,10
880,5
881,8
882,9
883,6
884,4
885,9
886,0
887,0
888,10
889,4
890,6
891,3
892,5
893,5
894,0
895,0
896,9
897,5
898,0
899,9
900,6
901,10
902,8
903,3
904,6
905,9
906,7
907,5
908,9
909,9
910,10
911,8
912,9
913,3
914,0
915,3
916,0
917,1
918,9
919,7
920,9
921,0
922,8
923,9
924,9
925,2
926,0
927,0
928,4
929,9
930,9
931,5
932,9
933,0
934,0
935,0
936,8
937,2
938,9
939,8
940,9
941,3
942,3
943,10
944,7
945,10
946,7
947,3
948,10
949,0
950,4
951,1
952,9
953,9
954,1
955,9
956,6
957,7
958,10
959,9
960,1
961,3
962,7
963,8
964,10
965,6
966,9
967,5
968,3
969,3
970,9
971,9
972,8
973,5
974,3
975,2
976,7
977,5
978,5
979,1
980,3
981,7
982,0
983,9
984,7
985,1
986,8
987,5
988,10
989,9
990,8
991,7
992,8
993,6
994,3
995,7
996,4
997,2
998,9
999,0
1000,9
1001,5
1002,10
1003,7
1004,9
1005,7
1006,0
1007,9
1008,1
1009,2
1010,5
1011,0
1012,6
1013,8
1014,3
1015,10
1016,6
1017,8
1018,10
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,0
1028,10
1029,5
1030,10
1031,4
1032,6
1033,2
1034,0
1035,10
1036,8
1037,5
1038,10
1039,8
1040,9
1041,8
1042,9
1043,9
1044,8
1045,9
1046,9
1047,2
1048,4
1049,9
1050,3
1051,3
1052,9
1053,3
1054,8
1055,6
1056,9
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,9
1067,8
1068,9
1069,9
1070,0
1071,7
1072,3
1073,9
1074,10
1075,6
1076,0
1077,8
1078,10
1079,8
1080,0
1081,4
1082,7
1083,9
1084,9
1085,3
1086,7
1087,0
1088,1
1089,0
1090,7
1091,4
1092,9
1093,6
1094,8
1095,1
1096,10
1097,8
1098,3
1099,9
1100,9
1101,9
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,8
1111,9
1112,5
1113,9
1114,6
1115,3
1116,9
1117,5
1118,2
1119,5
1120,6
1121,9
1122,7
1123,3
1124,8
1125,9
1126,6
1127,3
1128,8
1129,4
1130,1
1131,9
1132,8
1133,7
1134,8
1135,8
1136,10
1137,4
1138,0
1139,7
1140,8
1141,3
1142,9
1143,5
1144,8
1145,3
1146,9
1147,10
1148,6
1149,10
1150,3
1151,6
1152,3
1153,5
1154,0
1155,9
1156,5
1157,5
1158,3
1159,1
1160,10
1161,8
1162,9
1163,9
1164,0
1165,9
1166,0
1167,5
1168,0
1169,5
1170,4
1171,2
1172,7
1173,8
1174,8
1175,0
1176,10
1177,1
1178,0
1179,3
1180,0
1181,6
1182,8
1183,8
1184,1
1185,6
1186,6
1187,3
1188,5
1189,9
1190,7
1191,8
1192,8
1193,6
1194,10
1195,3
1196,9
1197,5
1198,0
1199,0
1200,2
1201,0
1202,3
1203,3
1204,9
1205,4
1206,8
1207,9
1208,9
1209,9
1210,9
1211,8
1212,5
1213,10
1214,5
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,10
1222,7
1223,1
1224,7
1225,6
1226,10
1227,6
1228,1
1229,8
1230,2
1231,3
1232,10
1233,7
1234,5
1235,8
1236,8
1237,0
1238,0
1239,9
1240,2
1241,5
1242,8
1243,9
1244,8
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,6
1254,6
1255,10
1256,4
1257,10
1258,5
1259,9
1260,0
1261,0
1262,0
1263,0
1264,8
1265,9
1266,5
1267,10
1268,8
1269,7
1270,2
1271,0
1272,7
1273,7
1274,7
1275,3
1276,9
1277,10
1278,10
1279,2
1280,2
1281,1
1282,9
1283,2
1284,3
1285,6
1286,1
1287,9
1288,10
1289,10
1290,8
1291,8
1292,5
1293,5
1294,0
1295,5
1296,7
1297,0
1298,9
1299,0
1300,9
1301,8
1302,5
1303,4
1304,0
1305,9
1306,0
1307,9
1308,1
1309,8
1310,9
1311,3
1312,3
1313,1
1314,10
1315,3
1316,0
1317,8
1318,5
1319,10
1320,8
1321,6
1322,3
1323,9
1324,3
1325,2
1326,9
1327,4
1328,4
1329,0
1330,10
1331,0
1332,8
1333,0
1334,5
1335,4
1336,8
1337,1
1338,9
1339,1
1340,10
1341,8
1342,4
1343,8
1344,9
1345,7
1346,3
1347,7
1348,8
1349,4
1350,3
1351,5
1352,8
1353,3
1354,10
1355,7
1356,5
1357,6
1358,5
1359,9
1360,0
1361,9
1362,5
1363,2
1364,10
1365,7
1366,2
1367,5
1368,9
1369,9
1370,8
1371,9
1372,6
1373,3
1374,9
1375,9
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,5
1383,3
1384,8
1385,4
1386,4
1387,8
1388,9
1389,8
1390,10
1391,5
1392,6
1393,5
1394,8
1395,2
1396,10
1397,8
1398,8
1399,4
1400,8
1401,9
1402,9
1403,9
1404,9
1405,4
1406,10
1407,6
1408,8
1409,2
1410,0
1411,4
1412,0
1413,8
1414,8
1415,2
1416,8
1417,0
1418,10
1419,6
1420,8
1421,6
1422,1
1423,2
1424,10
1425,0
1426,3
1427,0
1428,5
1429,8
1430,0
1431,7
1432,8
1433,2
1434,8
1435,6
1436,8
1437,6
1438,5
1439,5
1440,9
1441,8
1442,1
1443,8
1444,10
1445,8
1446,8
1447,10
1448,0
1449,0
1450,6
1451,4
1452,8
1453,9
1454,10
1455,7
1456,9
1457,0
1458,3
1459,0
1460,4
1461,8
1462,2
1463,2
1464,9
1465,5
1466,8
1467,9
1468,1
1469,9
1470,5
1471,1
1472,0
1473,5
1474,7
1475,10
1476,9
1477,4
1478,8
1479,6
1480,9
1481,8
1482,9
1483,9
1484,6
1485,5
1486,4
1487,3
1488,8
1489,0
1490,9
1491,8
1492,5
1493,0
1494,10
1495,9
1496,9
1497,0
1498,4
1499,10
1500,10
1501,6
1502,8
1503,9
1504,3
1505,9
1506,5
1507,3
1508,8
1509,0
1510,3
1511,10
1512,9
1513,3
1514,8
1515,9
1516,10
1517,5
1518,8
1519,0
1520,5
1521,8
1522,6
1523,2
1524,9
1525,5
1526,6
1527,0
1528,9
1529,3
1530,10
1531,2
1532,0
1533,0
1534,9
1535,1
1536,8
1537,5
1538,9
1539,9
1540,9
1541,6
1542,9
1543,6
1544,6
1545,7
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,1
1554,6
1555,1
1556,6
1557,5
1558,7
1559,9
1560,9
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,3
1568,8
1569,4
1570,0
1571,5
1572,10
1573,8
1574,10
1575,4
1576,9
1577,9
1578,2
1579,7
1580,9
1581,7
1582,8
1583,9
1584,8
1585,0
1586,4
1587,5
1588,5
1589,3
1590,8
1591,10
1592,5
1593,10
1594,8
1595,0
1596,0
1597,7
1598,3
1599,10
1600,2
1601,4
1602,9
1603,9
1604,8
1605,8
1606,0
1607,9
1608,3
1609,6
1610,3
1611,0
1612,9
1613,9
1614,6
1615,0
1616,0
1617,2
1618,0
1619,5
1620,8
1621,0
1622,9
1623,8
1624,10
1625,8
1626,3
1627,3
1628,3
1629,1
1630,0
1631,8
1632,5
1633,6
1634,3
1635,3
1636,3
1637,8
1638,8
1639,1
1640,5
1641,0
1642,5
1643,0
1644,3
1645,1
1646,1
1647,7
1648,8
1649,8
1650,7
1651,8
1652,5
1653,9
1654,9
1655,10
1656,1
1657,8
1658,5
1659,0
1660,0
1661,9
1662,1
1663,5
1664,0
1665,10
1666,8
1667,0
1668,3
1669,0
1670,9
1671,2
1672,7
1673,5
1674,9
1675,3
1676,3
1677,7
1678,5
1679,3
1680,0
1681,5
1682,4
1683,3
1684,5
1685,10
1686,2
1687,4
1688,8
1689,10
1690,8
1691,5
1692,0
1693,9
1694,5
1695,9
1696,8
1697,9
1698,9
1699,0
1700,0
1701,9
1702,8
1703,7
1704,0
1705,8
1706,7
1707,10
1708,3
1709,6
1710,3
1711,10
1712,2
1713,9
1714,4
1715,8
1716,10
1717,5
1718,9
1719,5
1720,1
1721,7
1722,4
1723,4
1724,9
1725,2
1726,3
1727,10
1728,0
1729,3
1730,8
1731,8
1732,9
1733,2
1734,0
1735,6
1736,3
1737,6
1738,3
1739,8
1740,8
1741,6
1742,9
1743,9
1744,10
1745,0
1746,8
1747,4
1748,9
1749,9
1750,0
1751,5
1752,10
1753,6
1754,0
1755,5
1756,3
1757,9
1758,3
1759,1
1760,3
1761,4
1762,9
1763,6
1764,3
1765,9
1766,2
1767,5
1768,4
1769,5
1770,5
1771,5
1772,10
1773,8
1774,3
1775,5
1776,10
1777,9
1778,3
1779,8
1780,3
1781,8
1782,6
1783,9
1784,9
1785,7
1786,9
1787,8
1788,4
1789,9
1790,8
1791,8
1792,4
1793,0
1794,6
1795,9
1796,5
1797,8
1798,8
1799,9
1800,9
1801,0
1802,0
1803,8
1804,6
1805,0
1806,9
1807,5
1808,9
1809,4
1810,7
1811,4
1812,8
1813,9
1814,10
1815,2
1816,5
1817,3
1818,5
1819,6
1820,9
1821,10
1822,9
1823,9
1824,7
1825,3
1826,1
1827,9
1828,9
1829,8
1830,5
1831,2
1832,2
1833,9
1834,6
1835,9
1836,3
1837,9
1838,6
1839,1
1840,5
1841,8
1842,9
1843,8
1844,4
1845,5
1846,2
1847,9
1848,9
1849,8
1850,2
1851,5
1852,6
1853,2
1854,7
1855,1
1856,7
1857,7
1858,8
1859,6
1860,8
1861,2
1862,0
1863,3
1864,8
1865,3
1866,0
1867,9
1868,1
1869,0
1870,1
1871,5
1872,6
1873,10
1874,0
1875,8
1876,8
1877,9
1878,0
1879,6
1880,8
1881,8
1882,5
1883,0
1884,4
1885,0
1886,9
1887,5
1888,10
1889,1
1890,4
1891,9
1892,9
1893,7
1894,3
1895,0
1896,10
1897,9
1898,0
1899,0
1900,2
1901,9
1902,3
1903,0
1904,8
1905,2
1906,3
1907,5
1908,3
1909,7
1910,10
1911,3
1912,3
1913,3
1914,9
1915,9
1916,5
1917,5
1918,8
1919,0
1920,8
1921,8
1922,10
1923,3
1924,10
1925,5
1926,5
1927,0
1928,0
1929,3
1930,5
1931,8
1932,0
1933,0
1934,5
1935,8
1936,10
1937,0
1938,0
1939,3
1940,6
1941,3
1942,2
1943,9
1944,7
1945,9
1946,6
1947,7
1948,10
1949,5
1950,1
1951,5
1952,10
1953,6
1954,8
1955,0
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,7
1963,6
1964,8
1965,8
1966,5
1967,9
1968,7
1969,5
1970,7
1971,5
1972,5
1973,0
1974,7
1975,1
1976,9
1977,10
1978,9
1979,7
1980,5
1981,7
1982,3
1983,3
1984,7
1985,9
1986,0
1987,0
1988,9
1989,8
1990,1
1991,3
1992,10
1993,7
1994,9
1995,10
1996,0
1997,6
1998,0
1999,7
2000,8
2001,5
2002,5
2003,5
2004,8
2005,0
2006,10
2007,4
2008,2
2009,5
2010,9
2011,9
2012,7
2013,6
2014,6
2015,8
2016,7
2017,0
2018,9
2019,0
2020,6
2021,0
2022,0
2023,9
2024,0
2025,2
2026,4
2027,0
2028,4
2029,6
2030,2
2031,8
2032,10
2033,0
2034,0
2035,0
2036,5
2037,6
2038,2
2039,0
2040,3
2041,8
2042,5
2043,7
2044,3
2045,5
2046,5
2047,8
2048,0
2049,9
2050,3
2051,3
2052,7
2053,2
2054,6
2055,4
2056,0
2057,8
2058,1
2059,9
2060,4
2061,5
2062,10
2063,0
2064,10
2065,9
2066,5
2067,9
2068,3
2069,3
2070,3
2071,9
2072,2
2073,9
2074,0
2075,8
2076,8
2077,6
2078,7
2079,8
2080,1
2081,9
2082,9
2083,5
2084,8
2085,5
2086,9
2087,2
2088,6
2089,3
2090,3
2091,3
2092,3
2093,1
2094,8
2095,8
2096,0
2097,5
2098,7
2099,10
2100,3
2101,5
2102,3
2103,5
2104,2
2105,8
2106,5
2107,3
2108,3
2109,8
2110,5
2111,10
2112,9
2113,9
2114,5
2115,8
2116,6
2117,5
2118,10
2119,10
2120,9
2121,0
2122,9
2123,10
2124,9
2125,0
2126,5
2127,0
2128,6
2129,10
2130,6
2131,3
2132,9
2133,10
2134,0
2135,5
2136,8
2137,6
2138,6
2139,9
2140,10
2141,3
2142,5
2143,7
2144,6
2145,4
2146,0
2147,7
2148,1
2149,8
2150,1
2151,9
2152,8
2153,0
2154,0
2155,3
2156,10
2157,3
2158,5
2159,5
2160,6
2161,0
2162,4
2163,0
2164,10
2165,3
2166,8
2167,10
2168,7
2169,0
2170,8
2171,6
2172,9
2173,5
2174,8
2175,0
2176,2
2177,6
2178,9
2179,9
2180,0
2181,8
2182,1
2183,9
2184,9
2185,9
2186,7
2187,3
2188,4
2189,0
2190,10
2191,9
2192,5
2193,8
2194,1
2195,2
2196,9
2197,8
2198,0
2199,9
2200,0
2201,5
2202,4
2203,5
2204,0
2205,9
2206,4
2207,2
2208,8
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,9
2216,4
2217,5
2218,8
2219,3
2220,0
2221,8
2222,9
2223,3
2224,8
2225,2
2226,10
2227,8
2228,10
2229,9
2230,3
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,5
2238,9
2239,8
2240,10
2241,1
2242,7
2243,8
2244,9
2245,9
2246,9
2247,2
2248,2
2249,10
2250,10
2251,1
2252,6
2253,6
2254,8
2255,10
2256,1
2257,4
2258,8
2259,8
2260,4
2261,9
2262,0
2263,6
2264,10
2265,1
2266,10
2267,0
2268,8
2269,2
2270,10
2271,9
2272,10
2273,3
2274,8
2275,9
2276,3
2277,10
2278,8
2279,8
2280,0
2281,9
2282,8
2283,8
2284,8
2285,3
2286,8
2287,3
2288,4
2289,8
2290,2
2291,8
2292,10
2293,0
2294,0
2295,9
2296,7
2297,5
2298,10
2299,8
2300,0
2301,9
2302,8
2303,0
2304,9
2305,2
2306,3
2307,3
2308,8
2309,3
2310,5
2311,9
2312,5
2313,0
2314,2
2315,10
2316,9
2317,8
2318,9
2319,9
2320,2
2321,5
2322,5
2323,8
2324,9
2325,8
2326,9
2327,9
2328,0
2329,6
2330,8
2331,4
2332,0
2333,7
2334,9
2335,8
2336,9
2337,9
2338,4
2339,8
2340,10
2341,6
2342,5
2343,3
2344,0
2345,0
2346,8
2347,0
2348,5
2349,3
2350,8
2351,3
2352,6
2353,6
2354,4
2355,3
2356,4
2357,6
2358,8
2359,9
2360,5
2361,7
2362,10
2363,0
2364,3
2365,6
2366,4
2367,7
2368,8
2369,3
2370,3
2371,6
2372,5
2373,8
2374,5
2375,0
2376,3
2377,8
2378,9
2379,5
2380,3
2381,6
2382,6
2383,4
2384,10
2385,4
2386,5
2387,0
2388,3
2389,3
2390,3
2391,10
2392,0
2393,3
2394,5
2395,8
2396,6
2397,3
2398,5
2399,3
2400,8
2401,3
2402,2
2403,10
2404,0
2405,10
2406,6
2407,0
2408,6
2409,3
2410,9
2411,5
2412,8
2413,9
2414,8
2415,8
2416,8
2417,9
2418,0
2419,8
2420,6
2421,0
2422,9
2423,0
2424,9
2425,9
2426,10
2427,0
2428,7
2429,6
2430,9
2431,4
2432,8
2433,5
2434,5
2435,7
2436,8
2437,0
2438,9
2439,9
2440,8
2441,0
2442,8
2443,4
2444,9
2445,9
2446,5
2447,8
2448,0
2449,8
2450,6
2451,8
2452,6
2453,7
2454,9
2455,7
2456,0
2457,10
2458,8
2459,8
2460,10
2461,0
2462,9
2463,8
2464,9
2465,1
2466,9
2467,8
2468,3
2469,1
2470,9
2471,7
2472,6
2473,5
2474,8
2475,7
2476,0
2477,9
2478,8
2479,8
2480,3
2481,5
2482,1
2483,9
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,5
2493,5
2494,1
2495,5
2496,9
2497,8
2498,7
2499,2
2500,2
2501,8
2502,5
2503,8
2504,8
2505,9
2506,3
2507,7
2508,0
2509,8
2510,10
2511,0
2512,0
2513,6
2514,9
2515,4
2516,0
2517,5
2518,7
2519,3
2520,8
2521,5
2522,8
2523,0
2524,9
2525,8
2526,9
2527,8
2528,9
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,5
2540,5
2541,9
2542,9
2543,5
2544,3
2545,1
2546,4
2547,3
2548,9
2549,10
2550,10
2551,9
2552,8
2553,5
2554,8
2555,9
2556,1
2557,10
2558,10
2559,4
2560,2
2561,8
2562,0
2563,8
2564,9
2565,8
2566,9
2567,5
2568,3
2569,5
2570,2
2571,10
2572,3
2573,5
2574,7
2575,9
2576,5
2577,9
2578,10
2579,5
2580,0
2581,3
2582,9
2583,9
2584,6
2585,0
2586,3
2587,0
2588,3
2589,0
2590,6
2591,0
2592,4
2593,5
2594,8
2595,10
2596,8
2597,2
2598,3
2599,3
2600,10
2601,7
2602,0
2603,0
2604,1
2605,9
2606,8
2607,6
2608,9
2609,10
2610,6
2611,4
2612,3
2613,2
2614,5
2615,5
2616,2
2617,5
2618,0
2619,8
2620,3
2621,6
2622,2
2623,9
2624,8
2625,9
2626,9
2627,9
2628,6
2629,1
2630,9
2631,9
2632,5
2633,3
2634,6
2635,7
2636,4
2637,7
2638,5
2639,9
2640,5
2641,2
2642,8
2643,8
2644,10
2645,7
2646,8
2647,0
2648,1
2649,0
2650,4
2651,3
2652,6
2653,3
2654,10
2655,10
2656,0
2657,8
2658,8
2659,9
2660,3
2661,6
2662,6
2663,1
2664,9
2665,8
2666,5
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,4
2685,3
2686,7
2687,5
2688,5
2689,2
2690,6
2691,8
2692,3
2693,6
2694,9
2695,9
2696,5
2697,6
2698,4
2699,10
2700,6
2701,8
2702,10
2703,1
2704,4
2705,9
2706,3
2707,9
2708,3
2709,10
2710,5
2711,0
2712,9
2713,0
2714,8
2715,9
2716,5
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,6
2724,3
2725,0
2726,6
2727,9
2728,8
2729,8
2730,0
2731,8
2732,9
2733,0
2734,9
2735,9
2736,0
2737,10
2738,9
2739,0
2740,0
2741,7
2742,9
2743,5
2744,7
2745,3
2746,8
2747,0
2748,10
2749,8
2750,8
2751,3
2752,5
2753,7
2754,5
2755,8
2756,9
2757,9
2758,9
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,5
2766,6
2767,4
2768,10
2769,0
2770,7
2771,7
2772,6
2773,8
2774,0
2775,4
2776,5
2777,0
2778,9
2779,0
2780,5
2781,8
2782,9
2783,8
2784,5
2785,2
2786,0
2787,9
2788,7
2789,8
2790,8
2791,7
2792,2
2793,8
2794,0
2795,3
2796,8
2797,9
2798,8
2799,9
2800,5
2801,0
2802,9
2803,0
2804,3
2805,7
2806,10
2807,5
2808,5
2809,9
2810,9
2811,5
2812,8
2813,9
2814,2
2815,10
2816,9
2817,9
2818,0
2819,3
2820,9
2821,5
2822,9
2823,5
2824,9
2825,5
2826,8
2827,4
2828,0
2829,5
2830,5
2831,9
2832,0
2833,0
2834,6
2835,9
2836,9
2837,4
2838,5
2839,5
2840,0
2841,7
2842,5
2843,7
2844,9
2845,8
2846,7
2847,4
2848,5
2849,5
2850,0
2851,6
2852,5
2853,8
2854,7
2855,4
2856,10
2857,10
2858,8
2859,9
2860,9
2861,9
2862,9
2863,0
2864,9
2865,2
2866,8
2867,9
2868,6
2869,5
2870,6
2871,8
2872,0
2873,3
2874,2
2875,0
2876,8
2877,9
2878,0
2879,7
2880,0
2881,9
2882,6
2883,8
2884,6
2885,9
2886,0
2887,2
2888,10
2889,7
2890,9
2891,8
2892,8
2893,0
2894,8
2895,2
2896,9
2897,7
2898,9
2899,8
2900,9
2901,10
2902,8
2903,3
2904,2
2905,9
2906,4
2907,5
2908,7
2909,3
2910,9
2911,8
2912,4
2913,5
2914,9
2915,10
2916,10
2917,6
2918,8
2919,3
2920,3
2921,3
2922,5
2923,3
2924,3
2925,8
2926,9
2927,9
2928,4
2929,0
2930,7
2931,6
2932,8
2933,9
2934,9
2935,8
2936,3
2937,9
2938,0
2939,8
2940,9
2941,3
2942,5
2943,1
2944,5
2945,9
2946,9
2947,8
2948,0
2949,2
2950,7
2951,3
2952,3
2953,6
2954,6
2955,3
2956,2
2957,10
2958,3
2959,9
2960,4
2961,0
2962,9
2963,9
2964,4
2965,6
2966,3
2967,4
2968,9
2969,2
2970,10
2971,0
2972,9
2973,4
2974,5
2975,5
2976,10
2977,0
2978,10
2979,5
2980,0
2981,8
2982,6
2983,8
2984,7
2985,9
2986,9
2987,8
2988,7
2989,9
2990,8
2991,5
2992,5
2993,7
2994,9
2995,9
2996,3
